danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.705,0.229,11,-14.978,0,0.941,0.267,0.0,0.18,0.297,135.8,audio_features,4TAFOZ4OLPPUonDkUIX9lL,spotify:track:4TAFOZ4OLPPUonDkUIX9lL,https://api.spotify.com/v1/tracks/4TAFOZ4OLPPUonDkUIX9lL,https://api.spotify.com/v1/audio-analysis/4TAFOZ4OLPPUonDkUIX9lL,203800,1
0.659,0.0121,1,-15.797,1,0.843,0.26,0.0,0.0981,0.966,97.806,audio_features,1NXJpfMfwklOSgYi2Abe9H,spotify:track:1NXJpfMfwklOSgYi2Abe9H,https://api.spotify.com/v1/tracks/1NXJpfMfwklOSgYi2Abe9H,https://api.spotify.com/v1/audio-analysis/1NXJpfMfwklOSgYi2Abe9H,187300,3
0.672,0.205,7,-14.67,1,0.948,0.299,0.0,0.125,0.268,95.742,audio_features,1Y10RsNttfuymxTlfBcjaW,spotify:track:1Y10RsNttfuymxTlfBcjaW,https://api.spotify.com/v1/tracks/1Y10RsNttfuymxTlfBcjaW,https://api.spotify.com/v1/audio-analysis/1Y10RsNttfuymxTlfBcjaW,204700,4
0.66,0.315,1,-13.726,0,0.937,0.28,0.0,0.159,0.285,92.179,audio_features,6Xn9Pn26aFXFdo9wejhb7H,spotify:track:6Xn9Pn26aFXFdo9wejhb7H,https://api.spotify.com/v1/tracks/6Xn9Pn26aFXFdo9wejhb7H,https://api.spotify.com/v1/audio-analysis/6Xn9Pn26aFXFdo9wejhb7H,190000,4
0.727,0.27,2,-13.795,1,0.922,0.362,0.0,0.272,0.357,124.318,audio_features,7ugBZ9CE6zeaIptXA0Emyb,spotify:track:7ugBZ9CE6zeaIptXA0Emyb,https://api.spotify.com/v1/tracks/7ugBZ9CE6zeaIptXA0Emyb,https://api.spotify.com/v1/audio-analysis/7ugBZ9CE6zeaIptXA0Emyb,213500,5
0.694,0.239,1,-15.776,0,0.937,0.277,0.0,0.259,0.355,102.678,audio_features,2bnUDPCKzwc4cUkLeeKXqY,spotify:track:2bnUDPCKzwc4cUkLeeKXqY,https://api.spotify.com/v1/tracks/2bnUDPCKzwc4cUkLeeKXqY,https://api.spotify.com/v1/audio-analysis/2bnUDPCKzwc4cUkLeeKXqY,190600,4
0.375,0.521,10,-12.272,1,0.0354,0.839,0.877,0.57,0.364,154.98,audio_features,2Nl9nNQO41mRspUUo2BZnx,spotify:track:2Nl9nNQO41mRspUUo2BZnx,https://api.spotify.com/v1/tracks/2Nl9nNQO41mRspUUo2BZnx,https://api.spotify.com/v1/audio-analysis/2Nl9nNQO41mRspUUo2BZnx,185000,4
0.367,0.156,1,-23.937,1,0.0755,0.994,0.929,0.386,0.38,69.981,audio_features,4w1ZuHh12Cj2CeyQ79vRBE,spotify:track:4w1ZuHh12Cj2CeyQ79vRBE,https://api.spotify.com/v1/tracks/4w1ZuHh12Cj2CeyQ79vRBE,https://api.spotify.com/v1/audio-analysis/4w1ZuHh12Cj2CeyQ79vRBE,185613,4
0.472,0.466,5,-16.383,1,0.0813,0.94,0.909,0.881,0.895,117.754,audio_features,3ywxDcNkBxs1BI0H7KHtuL,spotify:track:3ywxDcNkBxs1BI0H7KHtuL,https://api.spotify.com/v1/tracks/3ywxDcNkBxs1BI0H7KHtuL,https://api.spotify.com/v1/audio-analysis/3ywxDcNkBxs1BI0H7KHtuL,178457,3
0.579,0.531,7,-17.228,1,0.265,0.992,0.917,0.907,0.953,115.626,audio_features,2OGGLrodiaM3sSqnzDm5lD,spotify:track:2OGGLrodiaM3sSqnzDm5lD,https://api.spotify.com/v1/tracks/2OGGLrodiaM3sSqnzDm5lD,https://api.spotify.com/v1/audio-analysis/2OGGLrodiaM3sSqnzDm5lD,170712,4
0.594,0.371,5,-13.778,1,0.0613,0.995,0.525,0.184,0.93,79.72,audio_features,0942XUCTdvNkm2Zh0u0nXh,spotify:track:0942XUCTdvNkm2Zh0u0nXh,https://api.spotify.com/v1/tracks/0942XUCTdvNkm2Zh0u0nXh,https://api.spotify.com/v1/audio-analysis/0942XUCTdvNkm2Zh0u0nXh,177187,4
0.408,0.627,2,-17.376,1,0.894,0.937,0.99,0.955,0.733,66.129,audio_features,7mn6nDqSaKZFdjBjhh9jAA,spotify:track:7mn6nDqSaKZFdjBjhh9jAA,https://api.spotify.com/v1/tracks/7mn6nDqSaKZFdjBjhh9jAA,https://api.spotify.com/v1/audio-analysis/7mn6nDqSaKZFdjBjhh9jAA,165325,4
0.548,0.318,5,-21.118,1,0.0773,0.971,0.0468,0.782,0.962,125.449,audio_features,2FFA9qgGGVx9IdBZhWRolv,spotify:track:2FFA9qgGGVx9IdBZhWRolv,https://api.spotify.com/v1/tracks/2FFA9qgGGVx9IdBZhWRolv,https://api.spotify.com/v1/audio-analysis/2FFA9qgGGVx9IdBZhWRolv,170851,4
0.558,0.475,2,-16.583,1,0.0711,0.995,0.972,0.969,0.916,117.253,audio_features,2voAZGV25ET4l7IQP9PkUz,spotify:track:2voAZGV25ET4l7IQP9PkUz,https://api.spotify.com/v1/tracks/2voAZGV25ET4l7IQP9PkUz,https://api.spotify.com/v1/audio-analysis/2voAZGV25ET4l7IQP9PkUz,173676,4
0.602,0.447,9,-16.75,1,0.103,0.994,0.712,0.475,0.895,120.665,audio_features,2X9CHOV0Jrmm0cP2y8MD8w,spotify:track:2X9CHOV0Jrmm0cP2y8MD8w,https://api.spotify.com/v1/tracks/2X9CHOV0Jrmm0cP2y8MD8w,https://api.spotify.com/v1/audio-analysis/2X9CHOV0Jrmm0cP2y8MD8w,162910,4
0.186,0.177,2,-19.09,1,0.0424,0.965,2.9e-06,0.159,0.182,87.172,audio_features,6F0IvYrwHE9hszlBHpRZgT,spotify:track:6F0IvYrwHE9hszlBHpRZgT,https://api.spotify.com/v1/tracks/6F0IvYrwHE9hszlBHpRZgT,https://api.spotify.com/v1/audio-analysis/6F0IvYrwHE9hszlBHpRZgT,207960,4
0.821,0.679,1,-7.452,0,0.109,0.0267,0.0,0.107,0.153,147.03,audio_features,6ENadNHb9VfLWSgGdePfzC,spotify:track:6ENadNHb9VfLWSgGdePfzC,https://api.spotify.com/v1/tracks/6ENadNHb9VfLWSgGdePfzC,https://api.spotify.com/v1/audio-analysis/6ENadNHb9VfLWSgGdePfzC,156735,4
0.761,0.539,6,-7.898,0,0.0444,0.0164,0.0,0.104,0.16,142.054,audio_features,4FLz75YbLQLXkzALBn1vMj,spotify:track:4FLz75YbLQLXkzALBn1vMj,https://api.spotify.com/v1/tracks/4FLz75YbLQLXkzALBn1vMj,https://api.spotify.com/v1/audio-analysis/4FLz75YbLQLXkzALBn1vMj,148732,4
0.715,0.551,11,-7.496,1,0.101,0.0112,0.0,0.136,0.253,91.008,audio_features,1sweJ6kCv8Zp4jIeiwMDWf,spotify:track:1sweJ6kCv8Zp4jIeiwMDWf,https://api.spotify.com/v1/tracks/1sweJ6kCv8Zp4jIeiwMDWf,https://api.spotify.com/v1/audio-analysis/1sweJ6kCv8Zp4jIeiwMDWf,171429,4
0.574,0.839,11,-3.789,0,0.12,0.023,1.51e-06,0.353,0.733,150.29,audio_features,2zc0eJU3ppXskHm4GLvfoy,spotify:track:2zc0eJU3ppXskHm4GLvfoy,https://api.spotify.com/v1/tracks/2zc0eJU3ppXskHm4GLvfoy,https://api.spotify.com/v1/audio-analysis/2zc0eJU3ppXskHm4GLvfoy,142487,4
0.744,0.739,11,-8.587,1,0.0473,0.105,0.0427,0.11,0.156,155.955,audio_features,0EcxN5VDHxuomvADQmDhuA,spotify:track:0EcxN5VDHxuomvADQmDhuA,https://api.spotify.com/v1/tracks/0EcxN5VDHxuomvADQmDhuA,https://api.spotify.com/v1/audio-analysis/0EcxN5VDHxuomvADQmDhuA,198000,4
0.773,0.576,9,-6.434,0,0.0822,0.02,0.0,0.108,0.511,130.079,audio_features,33ouBfPdgjIUaya4mpxQDs,spotify:track:33ouBfPdgjIUaya4mpxQDs,https://api.spotify.com/v1/tracks/33ouBfPdgjIUaya4mpxQDs,https://api.spotify.com/v1/audio-analysis/33ouBfPdgjIUaya4mpxQDs,162462,4
0.722,0.729,7,-6.697,1,0.272,0.0224,0.0,0.12,0.393,78.503,audio_features,0AKVDy6ulhBtivj6Es0VAa,spotify:track:0AKVDy6ulhBtivj6Es0VAa,https://api.spotify.com/v1/tracks/0AKVDy6ulhBtivj6Es0VAa,https://api.spotify.com/v1/audio-analysis/0AKVDy6ulhBtivj6Es0VAa,158987,4
0.766,0.791,11,-5.865,1,0.232,0.0613,0.0,0.656,0.906,145.991,audio_features,5AZZZJR1PjBlromxv16Up5,spotify:track:5AZZZJR1PjBlromxv16Up5,https://api.spotify.com/v1/tracks/5AZZZJR1PjBlromxv16Up5,https://api.spotify.com/v1/audio-analysis/5AZZZJR1PjBlromxv16Up5,180917,4
0.77,0.763,5,-6.769,1,0.312,0.265,0.0,0.319,0.635,101.928,audio_features,0OBlPgt9hh207IxvGMbARi,spotify:track:0OBlPgt9hh207IxvGMbARi,https://api.spotify.com/v1/tracks/0OBlPgt9hh207IxvGMbARi,https://api.spotify.com/v1/audio-analysis/0OBlPgt9hh207IxvGMbARi,172206,4
0.76,0.556,8,-9.585,0,0.198,0.00284,1.55e-05,0.114,0.271,152.988,audio_features,6seaPq0FLxUh9wBA6bA85l,spotify:track:6seaPq0FLxUh9wBA6bA85l,https://api.spotify.com/v1/tracks/6seaPq0FLxUh9wBA6bA85l,https://api.spotify.com/v1/audio-analysis/6seaPq0FLxUh9wBA6bA85l,218281,4
0.365,0.484,11,-9.727,0,0.072,3.84e-05,0.014,0.0725,0.245,180.087,audio_features,2K9Dbp8Z6QnEUT67ShMp8A,spotify:track:2K9Dbp8Z6QnEUT67ShMp8A,https://api.spotify.com/v1/tracks/2K9Dbp8Z6QnEUT67ShMp8A,https://api.spotify.com/v1/audio-analysis/2K9Dbp8Z6QnEUT67ShMp8A,161856,4
0.739,0.783,1,-3.581,1,0.31,0.217,0.0,0.321,0.725,85.949,audio_features,5aN6lPTrrnRAoEjGJlOQQK,spotify:track:5aN6lPTrrnRAoEjGJlOQQK,https://api.spotify.com/v1/tracks/5aN6lPTrrnRAoEjGJlOQQK,https://api.spotify.com/v1/audio-analysis/5aN6lPTrrnRAoEjGJlOQQK,230801,4
0.615,0.826,0,-7.247,0,0.367,0.256,0.0,0.378,0.769,109.81,audio_features,4V5xAFOMw0fH036FOe1nHp,spotify:track:4V5xAFOMw0fH036FOe1nHp,https://api.spotify.com/v1/tracks/4V5xAFOMw0fH036FOe1nHp,https://api.spotify.com/v1/audio-analysis/4V5xAFOMw0fH036FOe1nHp,177981,4
0.712,0.573,7,-8.16,1,0.189,0.0817,0.0,0.17,0.191,141.973,audio_features,5ujUBH2Ljth7gDrCGnNr9y,spotify:track:5ujUBH2Ljth7gDrCGnNr9y,https://api.spotify.com/v1/tracks/5ujUBH2Ljth7gDrCGnNr9y,https://api.spotify.com/v1/audio-analysis/5ujUBH2Ljth7gDrCGnNr9y,158323,4
0.785,0.447,11,-14.655,0,0.262,0.0431,0.000804,0.133,0.666,145.941,audio_features,6AMJnw1fvVvSswJ5dRK30q,spotify:track:6AMJnw1fvVvSswJ5dRK30q,https://api.spotify.com/v1/tracks/6AMJnw1fvVvSswJ5dRK30q,https://api.spotify.com/v1/audio-analysis/6AMJnw1fvVvSswJ5dRK30q,266301,4
0.85,0.539,4,-9.688,0,0.329,0.0515,0.0,0.307,0.632,104.993,audio_features,4P2UZXQAWwM95kr7kgUTdK,spotify:track:4P2UZXQAWwM95kr7kgUTdK,https://api.spotify.com/v1/tracks/4P2UZXQAWwM95kr7kgUTdK,https://api.spotify.com/v1/audio-analysis/4P2UZXQAWwM95kr7kgUTdK,144045,4
0.891,0.37,0,-11.567,1,0.36,0.0112,0.000395,0.107,0.807,148.103,audio_features,2TFLDYJWApnb7axFf4t8tT,spotify:track:2TFLDYJWApnb7axFf4t8tT,https://api.spotify.com/v1/tracks/2TFLDYJWApnb7axFf4t8tT,https://api.spotify.com/v1/audio-analysis/2TFLDYJWApnb7axFf4t8tT,177516,4
0.58,0.333,7,-12.407,1,0.0684,0.99,0.0442,0.225,0.837,112.65,audio_features,5a8HNRcfWpYhKg5rvhmCOl,spotify:track:5a8HNRcfWpYhKg5rvhmCOl,https://api.spotify.com/v1/tracks/5a8HNRcfWpYhKg5rvhmCOl,https://api.spotify.com/v1/audio-analysis/5a8HNRcfWpYhKg5rvhmCOl,170440,4
0.337,0.413,5,-12.442,0,0.0705,0.989,0.942,0.32,0.523,88.194,audio_features,1X53lvmr9xqOUM1OdHmuyV,spotify:track:1X53lvmr9xqOUM1OdHmuyV,https://api.spotify.com/v1/tracks/1X53lvmr9xqOUM1OdHmuyV,https://api.spotify.com/v1/audio-analysis/1X53lvmr9xqOUM1OdHmuyV,177093,4
0.536,0.372,1,-12.831,1,0.0815,0.992,0.331,0.575,0.731,129.562,audio_features,3ThBM6hNCrLiEhHNNypk58,spotify:track:3ThBM6hNCrLiEhHNNypk58,https://api.spotify.com/v1/tracks/3ThBM6hNCrLiEhHNNypk58,https://api.spotify.com/v1/audio-analysis/3ThBM6hNCrLiEhHNNypk58,185800,4
0.451,0.326,8,-13.744,1,0.0686,0.99,0.524,0.561,0.593,90.377,audio_features,6Oy05GGNFNTfIGTiKXaP5d,spotify:track:6Oy05GGNFNTfIGTiKXaP5d,https://api.spotify.com/v1/tracks/6Oy05GGNFNTfIGTiKXaP5d,https://api.spotify.com/v1/audio-analysis/6Oy05GGNFNTfIGTiKXaP5d,192120,4
0.365,0.296,1,-11.965,1,0.0795,0.993,0.741,0.597,0.631,175.671,audio_features,5ZUJWkNW1XLLpeksCwxQ5Z,spotify:track:5ZUJWkNW1XLLpeksCwxQ5Z,https://api.spotify.com/v1/tracks/5ZUJWkNW1XLLpeksCwxQ5Z,https://api.spotify.com/v1/audio-analysis/5ZUJWkNW1XLLpeksCwxQ5Z,185147,3
0.608,0.692,7,-6.208,1,0.0429,0.00409,0.703,0.105,0.371,140.034,audio_features,4NsBvexGKQ3wwQCqqFX3e6,spotify:track:4NsBvexGKQ3wwQCqqFX3e6,https://api.spotify.com/v1/tracks/4NsBvexGKQ3wwQCqqFX3e6,https://api.spotify.com/v1/audio-analysis/4NsBvexGKQ3wwQCqqFX3e6,274000,4
0.658,0.549,11,-7.89,0,0.108,0.000454,0.894,0.0855,0.137,128.004,audio_features,5nTY12bIUHlPgp2nEpOsJx,spotify:track:5nTY12bIUHlPgp2nEpOsJx,https://api.spotify.com/v1/tracks/5nTY12bIUHlPgp2nEpOsJx,https://api.spotify.com/v1/audio-analysis/5nTY12bIUHlPgp2nEpOsJx,308000,4
0.748,0.793,4,-7.462,0,0.0809,0.000439,0.843,0.0519,0.333,128.005,audio_features,6CNR2lxfJOwTZviIoWsCfm,spotify:track:6CNR2lxfJOwTZviIoWsCfm,https://api.spotify.com/v1/tracks/6CNR2lxfJOwTZviIoWsCfm,https://api.spotify.com/v1/audio-analysis/6CNR2lxfJOwTZviIoWsCfm,412500,4
0.723,0.865,6,-6.848,0,0.192,0.000352,0.885,0.118,0.466,114.996,audio_features,7AqXeU6U6Qi2lDR0GXhMKc,spotify:track:7AqXeU6U6Qi2lDR0GXhMKc,https://api.spotify.com/v1/tracks/7AqXeU6U6Qi2lDR0GXhMKc,https://api.spotify.com/v1/audio-analysis/7AqXeU6U6Qi2lDR0GXhMKc,315000,4
0.872,0.673,11,-7.181,0,0.0777,0.000202,0.853,0.0951,0.21,127.957,audio_features,3C6Sw2bHtumyzrtAD3TLas,spotify:track:3C6Sw2bHtumyzrtAD3TLas,https://api.spotify.com/v1/tracks/3C6Sw2bHtumyzrtAD3TLas,https://api.spotify.com/v1/audio-analysis/3C6Sw2bHtumyzrtAD3TLas,391000,4
0.646,0.327,6,-19.848,1,0.199,0.0553,0.927,0.0921,0.153,127.996,audio_features,1RTrNgyKOR1xfIW8yxBcPq,spotify:track:1RTrNgyKOR1xfIW8yxBcPq,https://api.spotify.com/v1/tracks/1RTrNgyKOR1xfIW8yxBcPq,https://api.spotify.com/v1/audio-analysis/1RTrNgyKOR1xfIW8yxBcPq,331076,4
0.686,0.565,10,-14.79,1,0.0738,0.525,0.95,0.491,0.0297,128.025,audio_features,725IsdkSiOuLcKEGnx0Tbt,spotify:track:725IsdkSiOuLcKEGnx0Tbt,https://api.spotify.com/v1/tracks/725IsdkSiOuLcKEGnx0Tbt,https://api.spotify.com/v1/audio-analysis/725IsdkSiOuLcKEGnx0Tbt,277499,4
0.793,0.695,1,-9.844,1,0.0643,0.000422,0.884,0.0941,0.78,130.012,audio_features,3cFpOEWVHfaIQumN9CRxAP,spotify:track:3cFpOEWVHfaIQumN9CRxAP,https://api.spotify.com/v1/tracks/3cFpOEWVHfaIQumN9CRxAP,https://api.spotify.com/v1/audio-analysis/3cFpOEWVHfaIQumN9CRxAP,304615,4
0.758,0.597,8,-11.01,1,0.147,0.00588,0.798,0.103,0.14,130.009,audio_features,5gLfi5Xm74Juv9TluNmYf6,spotify:track:5gLfi5Xm74Juv9TluNmYf6,https://api.spotify.com/v1/tracks/5gLfi5Xm74Juv9TluNmYf6,https://api.spotify.com/v1/audio-analysis/5gLfi5Xm74Juv9TluNmYf6,385053,4
0.695,0.648,9,-7.439,0,0.272,0.00495,0.457,0.0737,0.416,127.993,audio_features,5qYycp1vuuAQeXCZwSX4Li,spotify:track:5qYycp1vuuAQeXCZwSX4Li,https://api.spotify.com/v1/tracks/5qYycp1vuuAQeXCZwSX4Li,https://api.spotify.com/v1/audio-analysis/5qYycp1vuuAQeXCZwSX4Li,377766,4
0.646,0.734,4,-11.134,0,0.0383,0.992,0.907,0.188,0.723,96.241,audio_features,416L1rx98FmP04oTjq1DaO,spotify:track:416L1rx98FmP04oTjq1DaO,https://api.spotify.com/v1/tracks/416L1rx98FmP04oTjq1DaO,https://api.spotify.com/v1/audio-analysis/416L1rx98FmP04oTjq1DaO,192600,4
0.606,0.813,1,-12.66,0,0.0454,0.964,0.819,0.336,0.742,121.152,audio_features,1uNrgArNegg1YkIBpO1WAA,spotify:track:1uNrgArNegg1YkIBpO1WAA,https://api.spotify.com/v1/tracks/1uNrgArNegg1YkIBpO1WAA,https://api.spotify.com/v1/audio-analysis/1uNrgArNegg1YkIBpO1WAA,177960,5
0.666,0.272,5,-14.492,1,0.0992,0.993,6.15e-06,0.181,0.95,71.371,audio_features,3PVLFMxbSZMgzepT2O3zvE,spotify:track:3PVLFMxbSZMgzepT2O3zvE,https://api.spotify.com/v1/tracks/3PVLFMxbSZMgzepT2O3zvE,https://api.spotify.com/v1/audio-analysis/3PVLFMxbSZMgzepT2O3zvE,153973,4
0.607,0.383,2,-11.782,1,0.365,0.953,1.36e-05,0.408,0.934,204.825,audio_features,6b4MpK4UXJpLyU1hbXHcqD,spotify:track:6b4MpK4UXJpLyU1hbXHcqD,https://api.spotify.com/v1/tracks/6b4MpK4UXJpLyU1hbXHcqD,https://api.spotify.com/v1/audio-analysis/6b4MpK4UXJpLyU1hbXHcqD,179560,4
0.713,0.536,6,-14.305,1,0.177,0.961,0.351,0.207,0.937,64.783,audio_features,3XuZLV6ez0DPIUu1oV1WKp,spotify:track:3XuZLV6ez0DPIUu1oV1WKp,https://api.spotify.com/v1/tracks/3XuZLV6ez0DPIUu1oV1WKp,https://api.spotify.com/v1/audio-analysis/3XuZLV6ez0DPIUu1oV1WKp,167467,4
0.675,0.342,9,-11.193,1,0.363,0.967,5.86e-06,0.622,0.743,136.903,audio_features,5yxPFcpItAVDArws2I4SQU,spotify:track:5yxPFcpItAVDArws2I4SQU,https://api.spotify.com/v1/tracks/5yxPFcpItAVDArws2I4SQU,https://api.spotify.com/v1/audio-analysis/5yxPFcpItAVDArws2I4SQU,144800,4
0.52,0.262,11,-12.619,0,0.132,0.994,0.000852,0.227,0.575,69.125,audio_features,1ZYRk4U7EuJwdRZNHpEBIz,spotify:track:1ZYRk4U7EuJwdRZNHpEBIz,https://api.spotify.com/v1/tracks/1ZYRk4U7EuJwdRZNHpEBIz,https://api.spotify.com/v1/audio-analysis/1ZYRk4U7EuJwdRZNHpEBIz,164600,4
0.646,0.345,1,-11.057,1,0.072,0.995,3.82e-06,0.196,0.827,122.159,audio_features,7xHvQztpZzhaR9JRaeXDhM,spotify:track:7xHvQztpZzhaR9JRaeXDhM,https://api.spotify.com/v1/tracks/7xHvQztpZzhaR9JRaeXDhM,https://api.spotify.com/v1/audio-analysis/7xHvQztpZzhaR9JRaeXDhM,170040,4
0.632,0.314,6,-12.292,1,0.242,0.995,1.99e-06,0.192,0.915,145.974,audio_features,5jCoiHd2wnkqOITqBFb0Z1,spotify:track:5jCoiHd2wnkqOITqBFb0Z1,https://api.spotify.com/v1/tracks/5jCoiHd2wnkqOITqBFb0Z1,https://api.spotify.com/v1/audio-analysis/5jCoiHd2wnkqOITqBFb0Z1,174960,4
0.599,0.321,4,-11.2,1,0.787,0.947,0.0,0.474,0.366,65.415,audio_features,7iOmb2d2texEku0NLWKYpU,spotify:track:7iOmb2d2texEku0NLWKYpU,https://api.spotify.com/v1/tracks/7iOmb2d2texEku0NLWKYpU,https://api.spotify.com/v1/audio-analysis/7iOmb2d2texEku0NLWKYpU,507573,4
0.676,0.431,2,-8.072,1,0.378,0.962,2.29e-05,0.339,0.737,136.978,audio_features,52BQfHzx900RIJQc49QrdW,spotify:track:52BQfHzx900RIJQc49QrdW,https://api.spotify.com/v1/tracks/52BQfHzx900RIJQc49QrdW,https://api.spotify.com/v1/audio-analysis/52BQfHzx900RIJQc49QrdW,146267,4
0.739,0.502,9,-8.474,1,0.174,0.95,1.05e-06,0.385,0.872,67.333,audio_features,4KLoVrP4jseFjYGLlzTBH6,spotify:track:4KLoVrP4jseFjYGLlzTBH6,https://api.spotify.com/v1/tracks/4KLoVrP4jseFjYGLlzTBH6,https://api.spotify.com/v1/audio-analysis/4KLoVrP4jseFjYGLlzTBH6,147573,4
0.664,0.814,1,-5.903,0,0.223,0.0337,0,0.105,0.891,130.161,audio_features,7zCCrmT053858gMU7qgFkZ,spotify:track:7zCCrmT053858gMU7qgFkZ,https://api.spotify.com/v1/tracks/7zCCrmT053858gMU7qgFkZ,https://api.spotify.com/v1/audio-analysis/7zCCrmT053858gMU7qgFkZ,107389,4
0.749,0.533,5,-9.256,0,0.0793,0.0823,0,0.0852,0.745,142.897,audio_features,1KYYw5VtyEFShO7SX1Ka9l,spotify:track:1KYYw5VtyEFShO7SX1Ka9l,https://api.spotify.com/v1/tracks/1KYYw5VtyEFShO7SX1Ka9l,https://api.spotify.com/v1/audio-analysis/1KYYw5VtyEFShO7SX1Ka9l,110503,4
0.727,0.559,11,-9.259,0,0.339,0.00822,0,0.0447,0.38,75.989,audio_features,58tfh6PtMCiePUXvfzngTK,spotify:track:58tfh6PtMCiePUXvfzngTK,https://api.spotify.com/v1/tracks/58tfh6PtMCiePUXvfzngTK,https://api.spotify.com/v1/audio-analysis/58tfh6PtMCiePUXvfzngTK,129226,4
0.875,0.725,4,-12.277,0,0.16,0.00117,0.891,0.0542,0.033,128.012,audio_features,42pqm55igx1TLs2xOci5Mu,spotify:track:42pqm55igx1TLs2xOci5Mu,https://api.spotify.com/v1/tracks/42pqm55igx1TLs2xOci5Mu,https://api.spotify.com/v1/audio-analysis/42pqm55igx1TLs2xOci5Mu,414375,4
0.743,0.802,11,-9.19,1,0.114,0.0203,0.908,0.202,0.237,130.009,audio_features,0IfQMlgsZlwn4j8klOU94z,spotify:track:0IfQMlgsZlwn4j8klOU94z,https://api.spotify.com/v1/tracks/0IfQMlgsZlwn4j8klOU94z,https://api.spotify.com/v1/audio-analysis/0IfQMlgsZlwn4j8klOU94z,323082,4
0.795,0.506,10,-10.946,0,0.0701,0.0154,0.938,0.0805,0.0447,130.019,audio_features,3bRtNZNNfScmGReTA6AKRg,spotify:track:3bRtNZNNfScmGReTA6AKRg,https://api.spotify.com/v1/tracks/3bRtNZNNfScmGReTA6AKRg,https://api.spotify.com/v1/audio-analysis/3bRtNZNNfScmGReTA6AKRg,349106,4
0.8,0.854,7,-5.838,1,0.0543,0.000814,0.918,0.082,0.0779,129.024,audio_features,40GKkj1cpAQhlJlCeTDwpu,spotify:track:40GKkj1cpAQhlJlCeTDwpu,https://api.spotify.com/v1/tracks/40GKkj1cpAQhlJlCeTDwpu,https://api.spotify.com/v1/audio-analysis/40GKkj1cpAQhlJlCeTDwpu,393493,4
0.802,0.718,8,-10.039,1,0.054,0.0156,0.894,0.0662,0.324,130.012,audio_features,4rrCPXC7Res1Fhx3v5phcx,spotify:track:4rrCPXC7Res1Fhx3v5phcx,https://api.spotify.com/v1/tracks/4rrCPXC7Res1Fhx3v5phcx,https://api.spotify.com/v1/audio-analysis/4rrCPXC7Res1Fhx3v5phcx,295389,4
0.952,0.551,7,-8.266,0,0.364,0.0478,0.307,0.212,0.38,127.009,audio_features,1EzqygP47MXtfN7wIOzkLi,spotify:track:1EzqygP47MXtfN7wIOzkLi,https://api.spotify.com/v1/tracks/1EzqygP47MXtfN7wIOzkLi,https://api.spotify.com/v1/audio-analysis/1EzqygP47MXtfN7wIOzkLi,302377,4
0.8,0.712,1,-10.65,1,0.0717,0.000194,0.481,0.118,0.0656,128.0,audio_features,0eefK7ZnhZR3kE3FuaKxym,spotify:track:0eefK7ZnhZR3kE3FuaKxym,https://api.spotify.com/v1/tracks/0eefK7ZnhZR3kE3FuaKxym,https://api.spotify.com/v1/audio-analysis/0eefK7ZnhZR3kE3FuaKxym,397636,4
0.803,0.417,10,-16.637,0,0.242,9.89e-05,0.862,0.118,0.317,126.992,audio_features,1m6KIZr6hp1JqNInDjXIFG,spotify:track:1m6KIZr6hp1JqNInDjXIFG,https://api.spotify.com/v1/tracks/1m6KIZr6hp1JqNInDjXIFG,https://api.spotify.com/v1/audio-analysis/1m6KIZr6hp1JqNInDjXIFG,398391,4
0.801,0.694,11,-10.475,1,0.0579,0.00758,0.785,0.149,0.173,130.001,audio_features,5S3GKPZKLoQtqM0UzQc15U,spotify:track:5S3GKPZKLoQtqM0UzQc15U,https://api.spotify.com/v1/tracks/5S3GKPZKLoQtqM0UzQc15U,https://api.spotify.com/v1/audio-analysis/5S3GKPZKLoQtqM0UzQc15U,275040,4
0.593,0.923,7,-13.078,1,0.112,0.0788,0.92,0.112,0.0578,128.969,audio_features,21jLd34fHtFqWPlUi9IdO6,spotify:track:21jLd34fHtFqWPlUi9IdO6,https://api.spotify.com/v1/tracks/21jLd34fHtFqWPlUi9IdO6,https://api.spotify.com/v1/audio-analysis/21jLd34fHtFqWPlUi9IdO6,615814,5
0.72,0.236,0,-10.07,1,0.17,0.937,0.0,0.0802,0.824,119.414,audio_features,1FXJhTv6VlG0jXvmKyka8r,spotify:track:1FXJhTv6VlG0jXvmKyka8r,https://api.spotify.com/v1/tracks/1FXJhTv6VlG0jXvmKyka8r,https://api.spotify.com/v1/audio-analysis/1FXJhTv6VlG0jXvmKyka8r,165907,4
0.649,0.145,7,-12.601,1,0.12,0.957,0.0,0.067,0.648,107.388,audio_features,3uKYgcJwxJlxYgDwetVk3n,spotify:track:3uKYgcJwxJlxYgDwetVk3n,https://api.spotify.com/v1/tracks/3uKYgcJwxJlxYgDwetVk3n,https://api.spotify.com/v1/audio-analysis/3uKYgcJwxJlxYgDwetVk3n,180465,4
0.587,0.409,11,-12.42,1,0.221,0.991,0.0,0.783,0.88,66.263,audio_features,4hH22VOFliGyOd9q5zwiDv,spotify:track:4hH22VOFliGyOd9q5zwiDv,https://api.spotify.com/v1/tracks/4hH22VOFliGyOd9q5zwiDv,https://api.spotify.com/v1/audio-analysis/4hH22VOFliGyOd9q5zwiDv,138855,3
