danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.727,0.262,1,-8.865,1,0.497,0.995,0.191,0.169,0.771,87.453,audio_features,5aVV6Rf9h88uRNELx2xTCi,spotify:track:5aVV6Rf9h88uRNELx2xTCi,https://api.spotify.com/v1/tracks/5aVV6Rf9h88uRNELx2xTCi,https://api.spotify.com/v1/audio-analysis/5aVV6Rf9h88uRNELx2xTCi,148637,4
0.718,0.0955,11,-9.163,1,0.274,0.994,0.0,0.152,0.845,128.144,audio_features,1slH7A1eFLUvr1sRFk6Lod,spotify:track:1slH7A1eFLUvr1sRFk6Lod,https://api.spotify.com/v1/tracks/1slH7A1eFLUvr1sRFk6Lod,https://api.spotify.com/v1/audio-analysis/1slH7A1eFLUvr1sRFk6Lod,148464,4
0.593,0.331,5,-11.394,1,0.0451,0.996,0.0102,0.232,0.747,76.698,audio_features,44LCoJXUG6Kc7geNWgjhGt,spotify:track:44LCoJXUG6Kc7geNWgjhGt,https://api.spotify.com/v1/tracks/44LCoJXUG6Kc7geNWgjhGt,https://api.spotify.com/v1/audio-analysis/44LCoJXUG6Kc7geNWgjhGt,177319,4
0.682,0.246,9,-15.848,1,0.0727,0.996,0.341,0.511,0.831,114.608,audio_features,52x10MMIgOMKBlnie5bve7,spotify:track:52x10MMIgOMKBlnie5bve7,https://api.spotify.com/v1/tracks/52x10MMIgOMKBlnie5bve7,https://api.spotify.com/v1/audio-analysis/52x10MMIgOMKBlnie5bve7,140225,3
0.424,0.261,0,-16.531,1,0.158,0.995,0.117,0.32,0.349,100.908,audio_features,1C6cBUzF05xHYkVxyZMABT,spotify:track:1C6cBUzF05xHYkVxyZMABT,https://api.spotify.com/v1/tracks/1C6cBUzF05xHYkVxyZMABT,https://api.spotify.com/v1/audio-analysis/1C6cBUzF05xHYkVxyZMABT,192160,4
0.573,0.287,4,-13.499,1,0.0701,0.995,0.0242,0.149,0.493,110.992,audio_features,7rWOKwskv5D4gDjxTLjA0x,spotify:track:7rWOKwskv5D4gDjxTLjA0x,https://api.spotify.com/v1/tracks/7rWOKwskv5D4gDjxTLjA0x,https://api.spotify.com/v1/audio-analysis/7rWOKwskv5D4gDjxTLjA0x,156578,4
0.821,0.189,7,-13.1,1,0.447,0.996,0.0025,0.162,0.566,105.071,audio_features,2YP6hnjWUxA8Z3JyS96u0z,spotify:track:2YP6hnjWUxA8Z3JyS96u0z,https://api.spotify.com/v1/tracks/2YP6hnjWUxA8Z3JyS96u0z,https://api.spotify.com/v1/audio-analysis/2YP6hnjWUxA8Z3JyS96u0z,164545,3
0.513,0.168,3,-12.323,1,0.105,0.996,0.112,0.177,0.447,163.806,audio_features,7hKXS5VofK4aASRrOjpiRt,spotify:track:7hKXS5VofK4aASRrOjpiRt,https://api.spotify.com/v1/tracks/7hKXS5VofK4aASRrOjpiRt,https://api.spotify.com/v1/audio-analysis/7hKXS5VofK4aASRrOjpiRt,179435,4
0.649,0.5,7,-11.133,1,0.315,0.963,0.0,0.955,0.909,83.872,audio_features,70VudOIpanF8pM0NT2x62Y,spotify:track:70VudOIpanF8pM0NT2x62Y,https://api.spotify.com/v1/tracks/70VudOIpanF8pM0NT2x62Y,https://api.spotify.com/v1/audio-analysis/70VudOIpanF8pM0NT2x62Y,132885,4
0.525,0.22,1,-10.483,1,0.214,0.996,0.017,0.608,0.803,168.106,audio_features,7DEUj5FbzgSyDa4Ncko9yb,spotify:track:7DEUj5FbzgSyDa4Ncko9yb,https://api.spotify.com/v1/tracks/7DEUj5FbzgSyDa4Ncko9yb,https://api.spotify.com/v1/audio-analysis/7DEUj5FbzgSyDa4Ncko9yb,144692,4
0.3,0.0223,2,-30.211,1,0.0341,0.962,0.826,0.123,0.161,51.941,audio_features,01vA9PLLmlOMIaOFxV7Vld,spotify:track:01vA9PLLmlOMIaOFxV7Vld,https://api.spotify.com/v1/tracks/01vA9PLLmlOMIaOFxV7Vld,https://api.spotify.com/v1/audio-analysis/01vA9PLLmlOMIaOFxV7Vld,309550,4
0.166,0.0596,2,-28.364,1,0.0369,0.89,0.601,0.311,0.0781,110.801,audio_features,0e0JlqzOSNECSTxeVP49dx,spotify:track:0e0JlqzOSNECSTxeVP49dx,https://api.spotify.com/v1/tracks/0e0JlqzOSNECSTxeVP49dx,https://api.spotify.com/v1/audio-analysis/0e0JlqzOSNECSTxeVP49dx,238140,4
0.121,0.0833,0,-21.218,1,0.0425,0.982,0.909,0.12,0.166,86.963,audio_features,7szNsOyTZ6GMWMtXZh4xpQ,spotify:track:7szNsOyTZ6GMWMtXZh4xpQ,https://api.spotify.com/v1/tracks/7szNsOyTZ6GMWMtXZh4xpQ,https://api.spotify.com/v1/audio-analysis/7szNsOyTZ6GMWMtXZh4xpQ,286661,3
0.608,0.181,10,-22.745,1,0.0507,0.939,0.917,0.343,0.72,111.976,audio_features,1Z3XsXdRMuggmPQT1Vm7Bu,spotify:track:1Z3XsXdRMuggmPQT1Vm7Bu,https://api.spotify.com/v1/tracks/1Z3XsXdRMuggmPQT1Vm7Bu,https://api.spotify.com/v1/audio-analysis/1Z3XsXdRMuggmPQT1Vm7Bu,181140,4
0.28,0.0327,2,-26.802,1,0.0412,0.955,0.861,0.119,0.0926,119.576,audio_features,284movyshJF3cm8OKD1JYT,spotify:track:284movyshJF3cm8OKD1JYT,https://api.spotify.com/v1/tracks/284movyshJF3cm8OKD1JYT,https://api.spotify.com/v1/audio-analysis/284movyshJF3cm8OKD1JYT,217391,4
0.524,0.115,7,-19.295,0,0.0399,0.995,0.91,0.116,0.474,69.571,audio_features,7CQuFrJaPn6iXYgbtkVSnr,spotify:track:7CQuFrJaPn6iXYgbtkVSnr,https://api.spotify.com/v1/tracks/7CQuFrJaPn6iXYgbtkVSnr,https://api.spotify.com/v1/audio-analysis/7CQuFrJaPn6iXYgbtkVSnr,72010,4
0.361,0.197,2,-18.79,1,0.0285,0.963,0.655,0.206,0.348,91.214,audio_features,40RiBuUuGiLnbYl0cIAcpr,spotify:track:40RiBuUuGiLnbYl0cIAcpr,https://api.spotify.com/v1/tracks/40RiBuUuGiLnbYl0cIAcpr,https://api.spotify.com/v1/audio-analysis/40RiBuUuGiLnbYl0cIAcpr,260170,4
0.19,0.137,10,-19.724,1,0.0422,0.934,0.93,0.1,0.173,110.624,audio_features,35d1qobQNt7U3ziicFD1co,spotify:track:35d1qobQNt7U3ziicFD1co,https://api.spotify.com/v1/tracks/35d1qobQNt7U3ziicFD1co,https://api.spotify.com/v1/audio-analysis/35d1qobQNt7U3ziicFD1co,230570,4
0.321,0.23,5,-19.777,1,0.0298,0.884,0.858,0.144,0.406,103.119,audio_features,30vhZ8fvLdJIZ8ZplQwioJ,spotify:track:30vhZ8fvLdJIZ8ZplQwioJ,https://api.spotify.com/v1/tracks/30vhZ8fvLdJIZ8ZplQwioJ,https://api.spotify.com/v1/audio-analysis/30vhZ8fvLdJIZ8ZplQwioJ,109670,1
0.432,0.41,3,-16.22,1,0.0841,0.13,0.834,0.496,0.631,123.252,audio_features,5CiWY5UV5a1oG5rtaisD5K,spotify:track:5CiWY5UV5a1oG5rtaisD5K,https://api.spotify.com/v1/tracks/5CiWY5UV5a1oG5rtaisD5K,https://api.spotify.com/v1/audio-analysis/5CiWY5UV5a1oG5rtaisD5K,198270,4
0.72,0.387,0,-8.304,0,0.0324,0.471,0.935,0.115,0.421,100.846,audio_features,1qsvdaV6StWJIar6eCzbd8,spotify:track:1qsvdaV6StWJIar6eCzbd8,https://api.spotify.com/v1/tracks/1qsvdaV6StWJIar6eCzbd8,https://api.spotify.com/v1/audio-analysis/1qsvdaV6StWJIar6eCzbd8,223467,4
0.608,0.437,1,-12.158,1,0.0359,0.934,0.0194,0.093,0.632,115.061,audio_features,5dl3NPGRjySpSgFu5p6sBH,spotify:track:5dl3NPGRjySpSgFu5p6sBH,https://api.spotify.com/v1/tracks/5dl3NPGRjySpSgFu5p6sBH,https://api.spotify.com/v1/audio-analysis/5dl3NPGRjySpSgFu5p6sBH,271173,4
0.552,0.6,5,-8.157,0,0.0325,0.0328,0.0,0.142,0.866,110.027,audio_features,3n8kvB7RjntYjulMScxdwi,spotify:track:3n8kvB7RjntYjulMScxdwi,https://api.spotify.com/v1/tracks/3n8kvB7RjntYjulMScxdwi,https://api.spotify.com/v1/audio-analysis/3n8kvB7RjntYjulMScxdwi,158029,4
0.781,0.411,5,-11.916,0,0.0401,0.195,0.212,0.101,0.647,113.778,audio_features,6W2RlU0cenYlrkJNVbUYPx,spotify:track:6W2RlU0cenYlrkJNVbUYPx,https://api.spotify.com/v1/tracks/6W2RlU0cenYlrkJNVbUYPx,https://api.spotify.com/v1/audio-analysis/6W2RlU0cenYlrkJNVbUYPx,196613,4
0.418,0.493,0,-6.661,0,0.0277,0.71,0.00648,0.169,0.677,154.011,audio_features,0Kd2C2vFGmthkEnQFSIkS3,spotify:track:0Kd2C2vFGmthkEnQFSIkS3,https://api.spotify.com/v1/tracks/0Kd2C2vFGmthkEnQFSIkS3,https://api.spotify.com/v1/audio-analysis/0Kd2C2vFGmthkEnQFSIkS3,189107,5
0.615,0.62,5,-7.334,1,0.0297,0.453,0.645,0.084,0.894,133.341,audio_features,1Fjpz6Za3xjTtdmUpY6pao,spotify:track:1Fjpz6Za3xjTtdmUpY6pao,https://api.spotify.com/v1/tracks/1Fjpz6Za3xjTtdmUpY6pao,https://api.spotify.com/v1/audio-analysis/1Fjpz6Za3xjTtdmUpY6pao,147640,4
0.239,0.252,7,-11.043,0,0.031,0.855,0.0152,0.131,0.219,172.634,audio_features,28ghsZIOh5GF7f4WtBjodD,spotify:track:28ghsZIOh5GF7f4WtBjodD,https://api.spotify.com/v1/tracks/28ghsZIOh5GF7f4WtBjodD,https://api.spotify.com/v1/audio-analysis/28ghsZIOh5GF7f4WtBjodD,149293,4
0.13,0.476,0,-6.303,1,0.034,0.798,0.759,0.108,0.125,65.713,audio_features,5PNxVJNCDPr8r1GSrQm0m0,spotify:track:5PNxVJNCDPr8r1GSrQm0m0,https://api.spotify.com/v1/tracks/5PNxVJNCDPr8r1GSrQm0m0,https://api.spotify.com/v1/audio-analysis/5PNxVJNCDPr8r1GSrQm0m0,185907,3
0.35,0.487,7,-7.903,0,0.0295,0.863,0.438,0.138,0.219,141.342,audio_features,4ioUg7j9vZqQ0D7MyFk54C,spotify:track:4ioUg7j9vZqQ0D7MyFk54C,https://api.spotify.com/v1/tracks/4ioUg7j9vZqQ0D7MyFk54C,https://api.spotify.com/v1/audio-analysis/4ioUg7j9vZqQ0D7MyFk54C,159013,4
0.333,0.395,5,-8.508,0,0.0266,0.518,0.278,0.0975,0.322,87.497,audio_features,43FzdCnvJCyued9vBXNNm2,spotify:track:43FzdCnvJCyued9vBXNNm2,https://api.spotify.com/v1/tracks/43FzdCnvJCyued9vBXNNm2,https://api.spotify.com/v1/audio-analysis/43FzdCnvJCyued9vBXNNm2,151267,4
0.706,0.221,5,-20.495,1,0.932,0.493,0,0.286,0.457,130.828,audio_features,5gUAvQCvuPLgduLtVMFD11,spotify:track:5gUAvQCvuPLgduLtVMFD11,https://api.spotify.com/v1/tracks/5gUAvQCvuPLgduLtVMFD11,https://api.spotify.com/v1/audio-analysis/5gUAvQCvuPLgduLtVMFD11,1852346,3
0.689,0.158,1,-23.36,1,0.961,0.58,0,0.38,0.204,78.565,audio_features,6oLYvvviyrfU1sKSOsyqDp,spotify:track:6oLYvvviyrfU1sKSOsyqDp,https://api.spotify.com/v1/tracks/6oLYvvviyrfU1sKSOsyqDp,https://api.spotify.com/v1/audio-analysis/6oLYvvviyrfU1sKSOsyqDp,191699,3
0.696,0.183,5,-21.834,1,0.936,0.484,0,0.129,0.469,136.569,audio_features,6s9tt8A3dNBL9N8oEDplgb,spotify:track:6s9tt8A3dNBL9N8oEDplgb,https://api.spotify.com/v1/tracks/6s9tt8A3dNBL9N8oEDplgb,https://api.spotify.com/v1/audio-analysis/6s9tt8A3dNBL9N8oEDplgb,1627004,3
0.701,0.217,5,-19.948,1,0.937,0.61,0,0.108,0.452,106.545,audio_features,1mbVfcRIIsConXgK6j9Kje,spotify:track:1mbVfcRIIsConXgK6j9Kje,https://api.spotify.com/v1/tracks/1mbVfcRIIsConXgK6j9Kje,https://api.spotify.com/v1/audio-analysis/1mbVfcRIIsConXgK6j9Kje,1785587,3
0.703,0.265,6,-20.342,1,0.926,0.735,0,0.13,0.51,132.161,audio_features,77Mc6DyjAvvoHQEYZdIMXe,spotify:track:77Mc6DyjAvvoHQEYZdIMXe,https://api.spotify.com/v1/tracks/77Mc6DyjAvvoHQEYZdIMXe,https://api.spotify.com/v1/audio-analysis/77Mc6DyjAvvoHQEYZdIMXe,1004314,3
0.626,0.256,1,-21.313,1,0.96,0.838,0,0.334,0.419,170.885,audio_features,5vUIiScH04a5HkU3OlzlUB,spotify:track:5vUIiScH04a5HkU3OlzlUB,https://api.spotify.com/v1/tracks/5vUIiScH04a5HkU3OlzlUB,https://api.spotify.com/v1/audio-analysis/5vUIiScH04a5HkU3OlzlUB,1701146,5
0.707,0.252,11,-20.224,0,0.924,0.635,0,0.0787,0.471,129.06,audio_features,27JhmJo9oMsrk7Gm876mui,spotify:track:27JhmJo9oMsrk7Gm876mui,https://api.spotify.com/v1/tracks/27JhmJo9oMsrk7Gm876mui,https://api.spotify.com/v1/audio-analysis/27JhmJo9oMsrk7Gm876mui,1697257,3
0.697,0.217,5,-21.079,1,0.938,0.54,0,0.118,0.431,85.18,audio_features,1pNBIl6lHgEvzVeMV25F9B,spotify:track:1pNBIl6lHgEvzVeMV25F9B,https://api.spotify.com/v1/tracks/1pNBIl6lHgEvzVeMV25F9B,https://api.spotify.com/v1/audio-analysis/1pNBIl6lHgEvzVeMV25F9B,336171,3
0.708,0.259,5,-20.536,0,0.938,0.741,0,0.127,0.503,108.945,audio_features,6QMEWe3cDLJWjzgMKXWNPd,spotify:track:6QMEWe3cDLJWjzgMKXWNPd,https://api.spotify.com/v1/tracks/6QMEWe3cDLJWjzgMKXWNPd,https://api.spotify.com/v1/audio-analysis/6QMEWe3cDLJWjzgMKXWNPd,1875978,3
0.692,0.217,8,-21.396,1,0.942,0.618,0,0.29,0.419,104.386,audio_features,4sp97HTVMRaQFAY9XwcLQX,spotify:track:4sp97HTVMRaQFAY9XwcLQX,https://api.spotify.com/v1/tracks/4sp97HTVMRaQFAY9XwcLQX,https://api.spotify.com/v1/audio-analysis/4sp97HTVMRaQFAY9XwcLQX,182629,3
0.886,0.425,7,-10.354,1,0.385,0.104,0.0,0.0954,0.654,100.023,audio_features,3XMvMKd7uMzPsg31MyFrmB,spotify:track:3XMvMKd7uMzPsg31MyFrmB,https://api.spotify.com/v1/tracks/3XMvMKd7uMzPsg31MyFrmB,https://api.spotify.com/v1/audio-analysis/3XMvMKd7uMzPsg31MyFrmB,152477,4
0.684,0.881,8,-5.681,1,0.0592,0.0454,0.000915,0.223,0.636,76.981,audio_features,2LLqV09H3qYOyx5xIeCHXn,spotify:track:2LLqV09H3qYOyx5xIeCHXn,https://api.spotify.com/v1/tracks/2LLqV09H3qYOyx5xIeCHXn,https://api.spotify.com/v1/audio-analysis/2LLqV09H3qYOyx5xIeCHXn,187089,4
0.56,0.621,0,-9.041,1,0.0322,0.194,0.0,0.117,0.631,99.999,audio_features,3FxPv6RBR8M4FQCWmbRlrN,spotify:track:3FxPv6RBR8M4FQCWmbRlrN,https://api.spotify.com/v1/tracks/3FxPv6RBR8M4FQCWmbRlrN,https://api.spotify.com/v1/audio-analysis/3FxPv6RBR8M4FQCWmbRlrN,158974,4
0.946,0.612,4,-12.836,1,0.0571,0.37,2.54e-05,0.0844,0.556,139.992,audio_features,1w2OgRAY8aigIM8Og6vfID,spotify:track:1w2OgRAY8aigIM8Og6vfID,https://api.spotify.com/v1/tracks/1w2OgRAY8aigIM8Og6vfID,https://api.spotify.com/v1/audio-analysis/1w2OgRAY8aigIM8Og6vfID,203330,4
0.484,0.722,6,-4.906,1,0.305,0.124,0.0,0.125,0.771,172.432,audio_features,2mPS83l7oXHNpmnuqoeLMx,spotify:track:2mPS83l7oXHNpmnuqoeLMx,https://api.spotify.com/v1/tracks/2mPS83l7oXHNpmnuqoeLMx,https://api.spotify.com/v1/audio-analysis/2mPS83l7oXHNpmnuqoeLMx,255154,4
0.681,0.65,1,-7.119,1,0.0635,0.489,3.15e-06,0.168,0.039,90.576,audio_features,1bmoAJ6wMXOHaIDtYxkSJO,spotify:track:1bmoAJ6wMXOHaIDtYxkSJO,https://api.spotify.com/v1/tracks/1bmoAJ6wMXOHaIDtYxkSJO,https://api.spotify.com/v1/audio-analysis/1bmoAJ6wMXOHaIDtYxkSJO,224085,5
0.829,0.456,1,-11.058,1,0.319,0.0402,0.0907,0.107,0.189,159.976,audio_features,5tKQ5yPdzi5Bcu7UNpDQMt,spotify:track:5tKQ5yPdzi5Bcu7UNpDQMt,https://api.spotify.com/v1/tracks/5tKQ5yPdzi5Bcu7UNpDQMt,https://api.spotify.com/v1/audio-analysis/5tKQ5yPdzi5Bcu7UNpDQMt,135047,4
0.807,0.873,4,-5.465,0,0.24,0.0919,0.252,0.085,0.822,158.035,audio_features,1j28scMaIs4HZRThjjlbKF,spotify:track:1j28scMaIs4HZRThjjlbKF,https://api.spotify.com/v1/tracks/1j28scMaIs4HZRThjjlbKF,https://api.spotify.com/v1/audio-analysis/1j28scMaIs4HZRThjjlbKF,172669,4
0.902,0.323,10,-13.646,0,0.37,0.348,0.026,0.168,0.718,140.146,audio_features,3Xz1OnQVgHW2QUs7d94Iwd,spotify:track:3Xz1OnQVgHW2QUs7d94Iwd,https://api.spotify.com/v1/tracks/3Xz1OnQVgHW2QUs7d94Iwd,https://api.spotify.com/v1/audio-analysis/3Xz1OnQVgHW2QUs7d94Iwd,48000,4
0.348,0.62,2,-4.885,1,0.0273,0.33,0.0,0.206,0.739,79.118,audio_features,0qVOgIg99MwFK7RPABCHap,spotify:track:0qVOgIg99MwFK7RPABCHap,https://api.spotify.com/v1/tracks/0qVOgIg99MwFK7RPABCHap,https://api.spotify.com/v1/audio-analysis/0qVOgIg99MwFK7RPABCHap,216111,4
0.685,0.406,3,-14.963,0,0.038,0.459,0.73,0.102,0.915,141.978,audio_features,0tyoDx0Gz1X25hco9354RD,spotify:track:0tyoDx0Gz1X25hco9354RD,https://api.spotify.com/v1/tracks/0tyoDx0Gz1X25hco9354RD,https://api.spotify.com/v1/audio-analysis/0tyoDx0Gz1X25hco9354RD,76056,4
0.855,0.725,0,-5.383,1,0.383,0.237,0.898,0.0277,0.579,111.455,audio_features,7zgAmh85g6Ux6SSUsTxPHR,spotify:track:7zgAmh85g6Ux6SSUsTxPHR,https://api.spotify.com/v1/tracks/7zgAmh85g6Ux6SSUsTxPHR,https://api.spotify.com/v1/audio-analysis/7zgAmh85g6Ux6SSUsTxPHR,125112,4
0.883,0.897,6,-3.821,0,0.287,0.0218,0.0328,0.133,0.641,127.978,audio_features,0HwpCJSvbDMhoLxNEHCkF0,spotify:track:0HwpCJSvbDMhoLxNEHCkF0,https://api.spotify.com/v1/tracks/0HwpCJSvbDMhoLxNEHCkF0,https://api.spotify.com/v1/audio-analysis/0HwpCJSvbDMhoLxNEHCkF0,330000,4
0.676,0.808,7,-15.646,1,0.165,0.011,0.668,0.0444,0.729,172.007,audio_features,3MiwBBd4bGA0kfdhASUR9U,spotify:track:3MiwBBd4bGA0kfdhASUR9U,https://api.spotify.com/v1/tracks/3MiwBBd4bGA0kfdhASUR9U,https://api.spotify.com/v1/audio-analysis/3MiwBBd4bGA0kfdhASUR9U,204930,4
0.601,0.982,6,-6.737,1,0.0448,0.000383,0.137,0.108,0.327,143.994,audio_features,5BFWKa8JbvwMz5SCj9S4cp,spotify:track:5BFWKa8JbvwMz5SCj9S4cp,https://api.spotify.com/v1/tracks/5BFWKa8JbvwMz5SCj9S4cp,https://api.spotify.com/v1/audio-analysis/5BFWKa8JbvwMz5SCj9S4cp,360027,4
0.407,0.76,11,-5.59,0,0.0968,0.0739,0.134,0.758,0.722,176.005,audio_features,0AlqAnZODUTh0hNnamtwdG,spotify:track:0AlqAnZODUTh0hNnamtwdG,https://api.spotify.com/v1/tracks/0AlqAnZODUTh0hNnamtwdG,https://api.spotify.com/v1/audio-analysis/0AlqAnZODUTh0hNnamtwdG,67000,4
0.53,0.994,0,-3.889,1,0.0367,0.000121,0.00221,0.144,0.233,143.99,audio_features,2gLW8XfNj1dX85osH8DfT2,spotify:track:2gLW8XfNj1dX85osH8DfT2,https://api.spotify.com/v1/tracks/2gLW8XfNj1dX85osH8DfT2,https://api.spotify.com/v1/audio-analysis/2gLW8XfNj1dX85osH8DfT2,210000,4
0.575,0.303,0,-3.191,1,0.0357,0.532,0.00629,0.335,0.533,135.925,audio_features,7t3Og5Jf5SXTRRo3VyRLqA,spotify:track:7t3Og5Jf5SXTRRo3VyRLqA,https://api.spotify.com/v1/tracks/7t3Og5Jf5SXTRRo3VyRLqA,https://api.spotify.com/v1/audio-analysis/7t3Og5Jf5SXTRRo3VyRLqA,112000,4
0.576,0.988,1,-6.304,0,0.0566,0.000786,0.0144,0.161,0.188,143.96,audio_features,5KXO3qGGHkj9M4XQZXGqmP,spotify:track:5KXO3qGGHkj9M4XQZXGqmP,https://api.spotify.com/v1/tracks/5KXO3qGGHkj9M4XQZXGqmP,https://api.spotify.com/v1/audio-analysis/5KXO3qGGHkj9M4XQZXGqmP,207000,4
0.294,0.444,5,-5.248,1,0.0352,0.976,0.894,0.131,0.127,113.08,audio_features,4iENMBub0qB3gP9kOYL7fw,spotify:track:4iENMBub0qB3gP9kOYL7fw,https://api.spotify.com/v1/tracks/4iENMBub0qB3gP9kOYL7fw,https://api.spotify.com/v1/audio-analysis/4iENMBub0qB3gP9kOYL7fw,149500,4
0.831,0.736,0,-9.475,0,0.0491,0.636,0.0253,0.447,0.965,90.921,audio_features,5l6MMtXmBKaWvO1g0qxPGd,spotify:track:5l6MMtXmBKaWvO1g0qxPGd,https://api.spotify.com/v1/tracks/5l6MMtXmBKaWvO1g0qxPGd,https://api.spotify.com/v1/audio-analysis/5l6MMtXmBKaWvO1g0qxPGd,146370,4
0.35,0.119,1,-21.572,0,0.0654,0.99,0.933,0.107,0.177,177.564,audio_features,1bGYQyGou1WVGfMd760lW8,spotify:track:1bGYQyGou1WVGfMd760lW8,https://api.spotify.com/v1/tracks/1bGYQyGou1WVGfMd760lW8,https://api.spotify.com/v1/audio-analysis/1bGYQyGou1WVGfMd760lW8,263750,3
0.612,0.837,5,-7.868,0,0.0487,0.000959,0.0502,0.371,0.42,129.889,audio_features,14R1b2mpqtrfgU8eboCo0E,spotify:track:14R1b2mpqtrfgU8eboCo0E,https://api.spotify.com/v1/tracks/14R1b2mpqtrfgU8eboCo0E,https://api.spotify.com/v1/audio-analysis/14R1b2mpqtrfgU8eboCo0E,69000,4
0.7,0.196,9,-10.0,0,0.0466,0.488,0.745,0.117,0.699,161.883,audio_features,4TmcPygn0sFhBVxf86qQqy,spotify:track:4TmcPygn0sFhBVxf86qQqy,https://api.spotify.com/v1/tracks/4TmcPygn0sFhBVxf86qQqy,https://api.spotify.com/v1/audio-analysis/4TmcPygn0sFhBVxf86qQqy,68341,4
0.355,0.37,2,-14.435,0,0.0514,0.204,0.942,0.109,0.173,119.844,audio_features,6nifudY7JS9p5MtB6NV8n6,spotify:track:6nifudY7JS9p5MtB6NV8n6,https://api.spotify.com/v1/tracks/6nifudY7JS9p5MtB6NV8n6,https://api.spotify.com/v1/audio-analysis/6nifudY7JS9p5MtB6NV8n6,120750,4
0.791,0.946,1,-9.285,1,0.0838,0.000211,0.703,0.1,0.985,123.999,audio_features,5hP1fcQLhtd3ZibVRXda9D,spotify:track:5hP1fcQLhtd3ZibVRXda9D,https://api.spotify.com/v1/tracks/5hP1fcQLhtd3ZibVRXda9D,https://api.spotify.com/v1/audio-analysis/5hP1fcQLhtd3ZibVRXda9D,96000,4
0.655,0.602,4,-12.104,0,0.0317,0.00275,0.883,0.255,0.211,90.503,audio_features,53SHQNfEG4MbxfQ1WANSp5,spotify:track:53SHQNfEG4MbxfQ1WANSp5,https://api.spotify.com/v1/tracks/53SHQNfEG4MbxfQ1WANSp5,https://api.spotify.com/v1/audio-analysis/53SHQNfEG4MbxfQ1WANSp5,168875,4
0.471,0.884,6,-6.719,1,0.0609,0.123,0.998,0.18,0.961,114.023,audio_features,5RcSvblxwcwFXZgB74X43C,spotify:track:5RcSvblxwcwFXZgB74X43C,https://api.spotify.com/v1/tracks/5RcSvblxwcwFXZgB74X43C,https://api.spotify.com/v1/audio-analysis/5RcSvblxwcwFXZgB74X43C,76316,4
0.644,0.7,1,-7.101,1,0.0338,0.274,0.844,0.123,0.738,122.973,audio_features,7wsjf9jR2afQ221SVg1KME,spotify:track:7wsjf9jR2afQ221SVg1KME,https://api.spotify.com/v1/tracks/7wsjf9jR2afQ221SVg1KME,https://api.spotify.com/v1/audio-analysis/7wsjf9jR2afQ221SVg1KME,128750,4
0.399,0.666,9,-8.15,0,0.151,0.37,0.794,0.357,0.607,76.493,audio_features,41apsjeruJDCPGXB8jEOj3,spotify:track:41apsjeruJDCPGXB8jEOj3,https://api.spotify.com/v1/tracks/41apsjeruJDCPGXB8jEOj3,https://api.spotify.com/v1/audio-analysis/41apsjeruJDCPGXB8jEOj3,63500,4
0.639,0.949,11,-3.455,1,0.333,0.127,0.0,0.166,0.734,94.249,audio_features,3UxUo3t3QHx44N82oCsOB3,spotify:track:3UxUo3t3QHx44N82oCsOB3,https://api.spotify.com/v1/tracks/3UxUo3t3QHx44N82oCsOB3,https://api.spotify.com/v1/audio-analysis/3UxUo3t3QHx44N82oCsOB3,220453,4
0.901,0.86,4,-4.426,0,0.197,0.274,0.0,0.102,0.67,93.801,audio_features,6kwSuE30zOW6YyVIVAwMmp,spotify:track:6kwSuE30zOW6YyVIVAwMmp,https://api.spotify.com/v1/tracks/6kwSuE30zOW6YyVIVAwMmp,https://api.spotify.com/v1/audio-analysis/6kwSuE30zOW6YyVIVAwMmp,372707,4
0.813,0.75,0,-5.249,1,0.255,0.338,0.0,0.344,0.768,96.071,audio_features,2M2mWS24A0BxDx9OuTdWNC,spotify:track:2M2mWS24A0BxDx9OuTdWNC,https://api.spotify.com/v1/tracks/2M2mWS24A0BxDx9OuTdWNC,https://api.spotify.com/v1/audio-analysis/2M2mWS24A0BxDx9OuTdWNC,236160,4
0.646,0.914,11,-5.523,0,0.387,0.0619,0.0,0.324,0.432,91.062,audio_features,0jMSdLqDvE5HkVkmiTxvcN,spotify:track:0jMSdLqDvE5HkVkmiTxvcN,https://api.spotify.com/v1/tracks/0jMSdLqDvE5HkVkmiTxvcN,https://api.spotify.com/v1/audio-analysis/0jMSdLqDvE5HkVkmiTxvcN,256525,4
0.836,0.764,5,-2.303,0,0.152,0.147,1.96e-05,0.249,0.587,99.969,audio_features,4gldAejQBnqTs1vW5um1sc,spotify:track:4gldAejQBnqTs1vW5um1sc,https://api.spotify.com/v1/tracks/4gldAejQBnqTs1vW5um1sc,https://api.spotify.com/v1/audio-analysis/4gldAejQBnqTs1vW5um1sc,200773,4
0.463,0.79,7,-5.939,1,0.252,0.145,0.0,0.31,0.306,92.673,audio_features,0WLS6XO4xadyfnKJQQAgx4,spotify:track:0WLS6XO4xadyfnKJQQAgx4,https://api.spotify.com/v1/tracks/0WLS6XO4xadyfnKJQQAgx4,https://api.spotify.com/v1/audio-analysis/0WLS6XO4xadyfnKJQQAgx4,290440,4
